report_id,country,region,bacterial_species,antibiotic,year,resistance_rate,mortality_rate,infection_type,sample_size
1865,South Africa,Africa,Staphylococcus aureus,Amoxicillin,2020,61.2,7.7,hospital,100
1866,Germany,Europe,Escherichia coli,Vancomycin,2023,20.3,0.5,community,100
1867,India,Southeast Asia,Escherichia coli,Ciprofloxacin,2018,44.0,13.4,community,200
1868,Nigeria,Africa,Acinetobacter baumannii,Ciprofloxacin,2022,39.3,12.0,community,300
1869,Japan,East Asia,Pseudomonas aeruginosa,Ciprofloxacin,2020,28.8,9.4,hospital,300
1870,Brazil,South America,Acinetobacter baumannii,Meropenem,2018,48.8,8.0,community,200
1871,Brazil,South America,Staphylococcus aureus,Ciprofloxacin,2022,39.9,3.6,community,250
1872,India,Southeast Asia,Klebsiella pneumoniae,Ceftriaxone,2018,57.2,7.7,hospital,250
1873,China,East Asia,Staphylococcus aureus,Ciprofloxacin,2021,22.3,2.1,community,150
1874,India,Southeast Asia,Acinetobacter baumannii,Amoxicillin,2019,62.3,9.8,hospital,300
1875,Japan,East Asia,Staphylococcus aureus,Meropenem,2023,33.4,11.0,community,100
1876,USA,North America,Pseudomonas aeruginosa,Meropenem,2018,8.5,5.2,community,250
1877,USA,North America,Escherichia coli,Vancomycin,2021,15.7,0.5,hospital,300
1878,Japan,East Asia,Klebsiella pneumoniae,Amoxicillin,2020,20.8,0.5,hospital,200
1879,Australia,Oceania,Acinetobacter baumannii,Vancomycin,2023,21.1,1.3,community,200
1880,Australia,Oceania,Pseudomonas aeruginosa,Vancomycin,2022,23.3,4.1,community,300
1881,Brazil,South America,Escherichia coli,Amoxicillin,2019,31.5,9.9,community,100
1882,India,Southeast Asia,Escherichia coli,Ceftriaxone,2023,73.4,10.9,hospital,150
1883,USA,North America,Acinetobacter baumannii,Meropenem,2018,12.7,1.3,hospital,150
1884,Nigeria,Africa,Klebsiella pneumoniae,Amoxicillin,2022,64.8,16.4,community,200
1885,Japan,East Asia,Pseudomonas aeruginosa,Meropenem,2021,24.0,3.7,hospital,300
1886,Australia,Oceania,Pseudomonas aeruginosa,Ceftriaxone,2019,10.2,0.8,community,300
1887,Japan,East Asia,Acinetobacter baumannii,Meropenem,2022,41.6,12.2,hospital,100
1888,India,Southeast Asia,Staphylococcus aureus,Meropenem,2021,59.4,14.8,hospital,100
1889,Germany,Europe,Acinetobacter baumannii,Amoxicillin,2019,22.7,5.6,community,200
1890,USA,North America,Pseudomonas aeruginosa,Ceftriaxone,2019,21.8,7.0,hospital,300
1891,Germany,Europe,Escherichia coli,Ceftriaxone,2021,36.4,3.9,community,300
1892,USA,North America,Klebsiella pneumoniae,Ceftriaxone,2019,18.5,5.2,community,300
1893,Brazil,South America,Staphylococcus aureus,Amoxicillin,2018,49.5,13.5,community,250
1894,USA,North America,Klebsiella pneumoniae,Ciprofloxacin,2022,21.7,3.9,community,150
1895,Brazil,South America,Staphylococcus aureus,Vancomycin,2023,50.2,8.2,community,250
1896,Brazil,South America,Acinetobacter baumannii,Amoxicillin,2019,37.2,11.3,hospital,150
1897,Germany,Europe,Escherichia coli,Amoxicillin,2020,14.3,0.5,community,150
1898,Nigeria,Africa,Klebsiella pneumoniae,Meropenem,2021,52.4,14.4,community,100
1899,Japan,East Asia,Klebsiella pneumoniae,Ceftriaxone,2019,24.1,5.2,community,300
1900,South Africa,Africa,Staphylococcus aureus,Meropenem,2019,34.7,4.5,hospital,250
1901,France,Europe,Klebsiella pneumoniae,Amoxicillin,2022,28.0,6.8,hospital,300
1902,Australia,Oceania,Pseudomonas aeruginosa,Meropenem,2019,16.3,3.5,hospital,200
1903,USA,North America,Escherichia coli,Ciprofloxacin,2022,14.7,0.5,hospital,150
1904,Brazil,South America,Escherichia coli,Amoxicillin,2018,43.2,7.1,community,300
1905,Brazil,South America,Acinetobacter baumannii,Vancomycin,2023,54.9,15.8,community,250
1906,France,Europe,Pseudomonas aeruginosa,Ceftriaxone,2021,22.2,6.7,community,150
1907,Australia,Oceania,Klebsiella pneumoniae,Ciprofloxacin,2019,13.8,1.7,community,200
1908,South Africa,Africa,Klebsiella pneumoniae,Ceftriaxone,2021,60.4,13.2,community,250
1909,USA,North America,Staphylococcus aureus,Ceftriaxone,2022,13.8,6.3,community,200
1910,Australia,Oceania,Staphylococcus aureus,Ciprofloxacin,2019,8.2,0.5,community,200
1911,USA,North America,Klebsiella pneumoniae,Meropenem,2018,21.9,6.2,hospital,200
1912,France,Europe,Pseudomonas aeruginosa,Ciprofloxacin,2020,28.3,7.0,community,250
1913,Australia,Oceania,Acinetobacter baumannii,Meropenem,2023,22.0,4.4,community,200
1914,USA,North America,Klebsiella pneumoniae,Ceftriaxone,2021,31.5,9.9,hospital,100
1915,India,Southeast Asia,Staphylococcus aureus,Vancomycin,2018,49.0,9.5,hospital,150
1916,Nigeria,Africa,Staphylococcus aureus,Ceftriaxone,2021,54.5,6.4,hospital,250
1917,Japan,East Asia,Pseudomonas aeruginosa,Ceftriaxone,2023,34.9,5.8,hospital,300
1918,China,East Asia,Acinetobacter baumannii,Amoxicillin,2022,38.7,6.6,hospital,250
1919,Brazil,South America,Klebsiella pneumoniae,Ciprofloxacin,2018,38.0,9.9,community,150
1920,India,Southeast Asia,Escherichia coli,Ceftriaxone,2021,54.6,9.4,hospital,250
1921,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2022,40.2,10.9,community,250
1922,India,Southeast Asia,Acinetobacter baumannii,Vancomycin,2023,71.4,18.9,community,150
1923,France,Europe,Klebsiella pneumoniae,Amoxicillin,2020,32.7,2.8,community,200
1924,USA,North America,Staphylococcus aureus,Ciprofloxacin,2018,14.9,7.5,hospital,300
1925,China,East Asia,Staphylococcus aureus,Meropenem,2023,49.6,5.5,hospital,150
1926,Australia,Oceania,Staphylococcus aureus,Meropenem,2021,27.4,7.3,community,100
1927,China,East Asia,Pseudomonas aeruginosa,Ciprofloxacin,2021,40.9,7.0,hospital,300
1928,Australia,Oceania,Klebsiella pneumoniae,Ciprofloxacin,2021,25.6,3.0,community,200
1929,Germany,Europe,Acinetobacter baumannii,Vancomycin,2018,28.9,9.9,community,250
1930,Nigeria,Africa,Staphylococcus aureus,Amoxicillin,2022,49.7,12.9,community,100
1931,China,East Asia,Pseudomonas aeruginosa,Vancomycin,2022,40.7,7.2,hospital,300
1932,Nigeria,Africa,Staphylococcus aureus,Ciprofloxacin,2019,47.9,14.3,hospital,200
1933,South Africa,Africa,Staphylococcus aureus,Meropenem,2018,47.1,13.1,hospital,200
1934,Germany,Europe,Pseudomonas aeruginosa,Meropenem,2022,21.8,1.5,community,200
1935,India,Southeast Asia,Klebsiella pneumoniae,Meropenem,2022,57.2,13.1,community,150
1936,China,East Asia,Escherichia coli,Amoxicillin,2018,22.0,9.1,community,300
1937,France,Europe,Staphylococcus aureus,Ciprofloxacin,2022,17.4,5.7,hospital,150
1938,Germany,Europe,Klebsiella pneumoniae,Vancomycin,2020,32.5,7.7,hospital,300
1939,USA,North America,Klebsiella pneumoniae,Ceftriaxone,2019,16.4,1.5,community,300
1940,Australia,Oceania,Acinetobacter baumannii,Vancomycin,2021,23.5,7.0,community,200
1941,China,East Asia,Escherichia coli,Ciprofloxacin,2020,42.1,12.0,hospital,200
1942,France,Europe,Klebsiella pneumoniae,Vancomycin,2018,27.5,7.7,community,100
1943,France,Europe,Escherichia coli,Amoxicillin,2021,33.7,4.7,community,300
1944,Brazil,South America,Klebsiella pneumoniae,Ciprofloxacin,2023,49.8,12.1,hospital,200
1945,USA,North America,Escherichia coli,Amoxicillin,2020,23.0,3.6,community,100
1946,Germany,Europe,Staphylococcus aureus,Meropenem,2022,25.8,6.5,community,250
1947,China,East Asia,Klebsiella pneumoniae,Vancomycin,2021,36.7,8.2,hospital,200
1948,Brazil,South America,Pseudomonas aeruginosa,Vancomycin,2022,43.8,8.6,community,200
1949,India,Southeast Asia,Acinetobacter baumannii,Ceftriaxone,2023,61.7,9.0,community,250
1950,France,Europe,Pseudomonas aeruginosa,Meropenem,2023,17.9,4.4,hospital,200
1951,China,East Asia,Staphylococcus aureus,Ceftriaxone,2022,50.2,5.9,hospital,100
1952,France,Europe,Klebsiella pneumoniae,Ceftriaxone,2018,26.2,8.0,community,200
1953,Japan,East Asia,Staphylococcus aureus,Meropenem,2018,31.0,9.0,community,250
1954,Germany,Europe,Staphylococcus aureus,Ciprofloxacin,2018,24.1,2.7,community,150
1955,France,Europe,Pseudomonas aeruginosa,Meropenem,2019,20.2,2.1,community,200
1956,India,Southeast Asia,Escherichia coli,Vancomycin,2019,64.6,12.3,community,300
1957,Australia,Oceania,Staphylococcus aureus,Vancomycin,2019,17.7,3.6,community,200
1958,Australia,Oceania,Pseudomonas aeruginosa,Vancomycin,2023,12.2,2.3,hospital,150
1959,Germany,Europe,Staphylococcus aureus,Ciprofloxacin,2020,14.9,0.8,community,300
1960,South Africa,Africa,Escherichia coli,Ceftriaxone,2018,31.4,5.9,hospital,100
1961,Germany,Europe,Staphylococcus aureus,Ciprofloxacin,2020,21.4,6.4,community,300
1962,USA,North America,Klebsiella pneumoniae,Amoxicillin,2023,15.3,0.5,community,200
1963,India,Southeast Asia,Escherichia coli,Ceftriaxone,2019,55.6,10.4,community,200
1964,USA,North America,Klebsiella pneumoniae,Vancomycin,2023,26.5,4.9,hospital,100
1965,South Africa,Africa,Staphylococcus aureus,Vancomycin,2022,61.7,11.7,community,150
1966,Japan,East Asia,Klebsiella pneumoniae,Meropenem,2020,20.6,5.4,community,200
1967,China,East Asia,Acinetobacter baumannii,Ceftriaxone,2020,43.9,10.7,community,300
1968,Australia,Oceania,Pseudomonas aeruginosa,Amoxicillin,2021,20.3,8.9,community,150
1969,Nigeria,Africa,Staphylococcus aureus,Meropenem,2021,36.8,12.1,hospital,250
1970,China,East Asia,Acinetobacter baumannii,Ciprofloxacin,2019,39.9,7.4,hospital,250
1971,India,Southeast Asia,Pseudomonas aeruginosa,Vancomycin,2021,65.8,15.7,hospital,200
1972,India,Southeast Asia,Pseudomonas aeruginosa,Amoxicillin,2018,68.1,12.2,hospital,300
1973,South Africa,Africa,Escherichia coli,Ciprofloxacin,2022,65.5,11.8,hospital,250
1974,Japan,East Asia,Acinetobacter baumannii,Ceftriaxone,2019,19.6,0.5,hospital,200
1975,Nigeria,Africa,Escherichia coli,Ceftriaxone,2022,36.4,3.5,hospital,150
1976,Australia,Oceania,Acinetobacter baumannii,Meropenem,2022,23.6,7.2,community,100
1977,South Africa,Africa,Escherichia coli,Meropenem,2023,68.3,12.1,hospital,150
1978,Japan,East Asia,Pseudomonas aeruginosa,Vancomycin,2019,40.9,12.9,community,300
1979,Nigeria,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2018,43.5,5.0,hospital,150
1980,South Africa,Africa,Acinetobacter baumannii,Vancomycin,2023,63.1,15.7,hospital,250
1981,Nigeria,Africa,Pseudomonas aeruginosa,Ceftriaxone,2021,57.2,16.2,hospital,200
1982,India,Southeast Asia,Acinetobacter baumannii,Ciprofloxacin,2020,74.0,14.6,hospital,150
1983,Australia,Oceania,Pseudomonas aeruginosa,Ciprofloxacin,2020,8.6,0.5,community,300
1984,Australia,Oceania,Staphylococcus aureus,Amoxicillin,2021,21.0,0.5,community,250
1985,Germany,Europe,Pseudomonas aeruginosa,Amoxicillin,2022,34.2,7.9,community,100
1986,Brazil,South America,Klebsiella pneumoniae,Ciprofloxacin,2019,44.0,10.2,community,300
1987,Japan,East Asia,Staphylococcus aureus,Meropenem,2021,27.4,8.9,community,150
1988,France,Europe,Klebsiella pneumoniae,Ciprofloxacin,2018,10.1,0.5,community,150
1989,China,East Asia,Pseudomonas aeruginosa,Ciprofloxacin,2020,26.4,2.8,community,250
1990,India,Southeast Asia,Pseudomonas aeruginosa,Amoxicillin,2018,56.0,14.0,hospital,200
1991,Nigeria,Africa,Pseudomonas aeruginosa,Amoxicillin,2018,25.2,2.9,community,150
1992,France,Europe,Acinetobacter baumannii,Ciprofloxacin,2018,20.5,7.1,hospital,100
1993,Australia,Oceania,Klebsiella pneumoniae,Vancomycin,2019,19.8,0.5,community,100
1994,South Africa,Africa,Klebsiella pneumoniae,Ciprofloxacin,2022,45.8,11.1,hospital,150
1995,India,Southeast Asia,Klebsiella pneumoniae,Ceftriaxone,2022,55.1,8.0,community,250
1996,Germany,Europe,Klebsiella pneumoniae,Meropenem,2019,27.2,2.0,community,200
1997,Australia,Oceania,Escherichia coli,Meropenem,2020,14.2,0.5,hospital,250
1998,China,East Asia,Klebsiella pneumoniae,Amoxicillin,2022,46.0,12.4,community,300
1999,Brazil,South America,Acinetobacter baumannii,Ciprofloxacin,2022,34.0,10.5,hospital,100
2000,Australia,Oceania,Staphylococcus aureus,Vancomycin,2020,15.2,0.6,hospital,100
2001,China,East Asia,Acinetobacter baumannii,Vancomycin,2023,46.7,7.4,community,300
2002,Nigeria,Africa,Acinetobacter baumannii,Meropenem,2023,41.9,6.3,hospital,100
2003,Japan,East Asia,Acinetobacter baumannii,Meropenem,2019,31.3,8.7,community,250
2004,Nigeria,Africa,Pseudomonas aeruginosa,Ceftriaxone,2018,32.0,10.6,community,150
2005,USA,North America,Acinetobacter baumannii,Meropenem,2022,12.4,7.2,community,300
2006,South Africa,Africa,Staphylococcus aureus,Meropenem,2018,63.5,15.7,hospital,200
2007,France,Europe,Pseudomonas aeruginosa,Meropenem,2018,16.6,0.5,community,300
2008,India,Southeast Asia,Klebsiella pneumoniae,Ceftriaxone,2021,72.0,16.3,hospital,100
2009,Nigeria,Africa,Staphylococcus aureus,Amoxicillin,2022,63.9,12.8,hospital,250
2010,India,Southeast Asia,Acinetobacter baumannii,Meropenem,2023,55.2,7.8,community,250
2011,China,East Asia,Acinetobacter baumannii,Vancomycin,2018,35.2,9.0,community,300
2012,Japan,East Asia,Staphylococcus aureus,Meropenem,2018,35.2,7.7,community,100
2013,Germany,Europe,Staphylococcus aureus,Amoxicillin,2023,20.5,5.2,community,100
2014,USA,North America,Escherichia coli,Amoxicillin,2018,15.9,3.2,community,100
2015,Germany,Europe,Acinetobacter baumannii,Amoxicillin,2018,23.4,0.5,hospital,300
2016,France,Europe,Staphylococcus aureus,Ceftriaxone,2022,31.3,7.7,community,250
2017,India,Southeast Asia,Escherichia coli,Meropenem,2018,34.7,5.0,hospital,150
2018,Japan,East Asia,Escherichia coli,Meropenem,2022,22.4,9.2,community,100
2019,South Africa,Africa,Staphylococcus aureus,Ciprofloxacin,2023,61.7,14.4,community,100
2020,South Africa,Africa,Escherichia coli,Ceftriaxone,2023,66.4,11.6,community,200
2021,South Africa,Africa,Staphylococcus aureus,Meropenem,2022,65.5,10.2,community,150
2022,Nigeria,Africa,Klebsiella pneumoniae,Meropenem,2018,30.8,7.1,hospital,250
2023,Nigeria,Africa,Staphylococcus aureus,Ciprofloxacin,2022,39.9,5.1,community,250
2024,Nigeria,Africa,Acinetobacter baumannii,Ceftriaxone,2023,54.1,7.7,hospital,150
2025,Australia,Oceania,Acinetobacter baumannii,Vancomycin,2023,24.4,4.1,hospital,250
2026,Australia,Oceania,Acinetobacter baumannii,Amoxicillin,2019,19.8,2.8,community,150
2027,Australia,Oceania,Acinetobacter baumannii,Ceftriaxone,2022,30.5,11.0,community,250
2028,Germany,Europe,Escherichia coli,Amoxicillin,2023,28.9,7.8,hospital,250
2029,South Africa,Africa,Klebsiella pneumoniae,Meropenem,2020,32.1,6.6,hospital,300
2030,China,East Asia,Acinetobacter baumannii,Vancomycin,2018,29.5,1.5,community,300
2031,France,Europe,Acinetobacter baumannii,Ciprofloxacin,2019,25.3,8.4,community,250
2032,USA,North America,Acinetobacter baumannii,Ciprofloxacin,2022,17.1,4.2,hospital,100
2033,USA,North America,Pseudomonas aeruginosa,Amoxicillin,2020,19.9,5.3,hospital,300
2034,China,East Asia,Pseudomonas aeruginosa,Meropenem,2020,35.1,2.5,hospital,300
2035,Japan,East Asia,Escherichia coli,Ciprofloxacin,2020,39.9,5.3,community,100
2036,Japan,East Asia,Acinetobacter baumannii,Ciprofloxacin,2022,32.0,3.9,community,200
2037,Japan,East Asia,Escherichia coli,Meropenem,2022,39.1,6.9,hospital,200
2038,China,East Asia,Klebsiella pneumoniae,Vancomycin,2022,41.5,7.5,community,100
2039,Nigeria,Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,72.2,12.1,hospital,300
2040,France,Europe,Escherichia coli,Meropenem,2020,29.9,6.7,community,200
2041,South Africa,Africa,Pseudomonas aeruginosa,Amoxicillin,2022,54.8,8.1,hospital,250
2042,South Africa,Africa,Klebsiella pneumoniae,Amoxicillin,2022,41.9,3.5,community,200
2043,Germany,Europe,Escherichia coli,Meropenem,2018,10.8,3.6,community,100
2044,India,Southeast Asia,Pseudomonas aeruginosa,Ceftriaxone,2018,50.5,10.5,community,250
2045,India,Southeast Asia,Staphylococcus aureus,Vancomycin,2018,35.3,11.1,hospital,250
2046,USA,North America,Escherichia coli,Ceftriaxone,2022,24.6,0.5,community,300
2047,China,East Asia,Klebsiella pneumoniae,Meropenem,2019,25.3,8.9,community,200
2048,USA,North America,Pseudomonas aeruginosa,Ceftriaxone,2021,15.8,0.5,community,300
2049,France,Europe,Acinetobacter baumannii,Vancomycin,2018,12.1,5.7,community,300
2050,India,Southeast Asia,Pseudomonas aeruginosa,Amoxicillin,2023,72.2,11.2,community,300
2051,Australia,Oceania,Pseudomonas aeruginosa,Ceftriaxone,2021,26.0,3.8,community,250
2052,China,East Asia,Pseudomonas aeruginosa,Vancomycin,2021,27.4,8.8,community,250
2053,India,Southeast Asia,Staphylococcus aureus,Vancomycin,2018,52.5,8.2,hospital,200
2054,Japan,East Asia,Escherichia coli,Amoxicillin,2020,35.4,12.1,community,250
2055,South Africa,Africa,Acinetobacter baumannii,Amoxicillin,2020,35.2,7.6,hospital,150
2056,Nigeria,Africa,Acinetobacter baumannii,Amoxicillin,2018,42.6,12.8,hospital,250
2057,China,East Asia,Pseudomonas aeruginosa,Vancomycin,2021,44.9,12.3,community,300
2058,France,Europe,Pseudomonas aeruginosa,Ciprofloxacin,2023,35.7,11.8,hospital,300
2059,Australia,Oceania,Acinetobacter baumannii,Ciprofloxacin,2018,6.0,0.5,hospital,300
2060,Nigeria,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2021,50.4,10.5,community,250
2061,Australia,Oceania,Escherichia coli,Vancomycin,2021,18.2,0.5,hospital,200
2062,Japan,East Asia,Escherichia coli,Vancomycin,2018,29.3,5.3,community,100
2063,South Africa,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2019,59.4,9.7,hospital,300
2064,Australia,Oceania,Escherichia coli,Ceftriaxone,2023,23.2,2.5,community,150
2065,China,East Asia,Acinetobacter baumannii,Vancomycin,2023,33.2,7.5,community,150
2066,Brazil,South America,Acinetobacter baumannii,Vancomycin,2021,30.0,7.6,community,100
2067,Japan,East Asia,Escherichia coli,Ciprofloxacin,2022,23.7,0.5,community,150
2068,Japan,East Asia,Pseudomonas aeruginosa,Meropenem,2019,29.9,7.8,community,250
2069,China,East Asia,Acinetobacter baumannii,Vancomycin,2019,35.8,10.4,hospital,200
2070,Germany,Europe,Acinetobacter baumannii,Ceftriaxone,2020,23.0,0.6,community,150
2071,Germany,Europe,Acinetobacter baumannii,Amoxicillin,2021,33.9,3.8,hospital,100
2072,India,Southeast Asia,Escherichia coli,Amoxicillin,2022,73.0,15.5,community,200
2073,India,Southeast Asia,Pseudomonas aeruginosa,Meropenem,2020,49.6,10.6,community,250
2074,Japan,East Asia,Escherichia coli,Vancomycin,2020,24.3,7.5,community,250
2075,China,East Asia,Staphylococcus aureus,Ciprofloxacin,2022,28.4,9.9,hospital,300
2076,Brazil,South America,Klebsiella pneumoniae,Meropenem,2018,44.7,11.8,community,250
2077,China,East Asia,Staphylococcus aureus,Ciprofloxacin,2022,40.2,10.9,community,300
2078,Brazil,South America,Klebsiella pneumoniae,Ciprofloxacin,2022,40.3,8.0,community,100
2079,China,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2022,44.0,6.1,community,200
2080,Nigeria,Africa,Pseudomonas aeruginosa,Amoxicillin,2019,60.7,12.5,community,100
2081,Brazil,South America,Staphylococcus aureus,Vancomycin,2022,27.1,7.9,community,150
2082,China,East Asia,Pseudomonas aeruginosa,Amoxicillin,2018,28.8,1.9,hospital,200
2083,Brazil,South America,Pseudomonas aeruginosa,Ciprofloxacin,2021,44.1,8.7,hospital,200
2084,Germany,Europe,Escherichia coli,Ceftriaxone,2023,40.8,12.2,hospital,250
2085,Japan,East Asia,Escherichia coli,Vancomycin,2020,27.2,10.3,community,150
2086,USA,North America,Pseudomonas aeruginosa,Amoxicillin,2021,12.5,7.5,community,150
2087,Brazil,South America,Escherichia coli,Ciprofloxacin,2021,35.9,2.3,community,150
2088,South Africa,Africa,Pseudomonas aeruginosa,Ceftriaxone,2019,31.2,8.2,hospital,250
2089,France,Europe,Acinetobacter baumannii,Meropenem,2022,24.8,8.3,hospital,200
2090,India,Southeast Asia,Staphylococcus aureus,Meropenem,2020,32.6,10.9,hospital,150
2091,Brazil,South America,Pseudomonas aeruginosa,Ceftriaxone,2021,55.1,13.1,hospital,200
2092,France,Europe,Acinetobacter baumannii,Ciprofloxacin,2021,36.4,8.1,community,250
2093,South Africa,Africa,Escherichia coli,Meropenem,2023,59.9,7.6,community,300
2094,Nigeria,Africa,Acinetobacter baumannii,Vancomycin,2021,68.0,15.4,hospital,100
2095,Japan,East Asia,Klebsiella pneumoniae,Vancomycin,2018,32.3,8.6,hospital,200
2096,China,East Asia,Acinetobacter baumannii,Amoxicillin,2023,26.2,3.0,community,100
2097,Australia,Oceania,Staphylococcus aureus,Meropenem,2018,6.5,3.3,community,300
2098,Japan,East Asia,Klebsiella pneumoniae,Amoxicillin,2022,46.8,11.1,hospital,300
2099,France,Europe,Klebsiella pneumoniae,Meropenem,2023,31.1,10.7,community,150
2100,Japan,East Asia,Escherichia coli,Vancomycin,2019,21.1,3.2,hospital,100
2101,Japan,East Asia,Staphylococcus aureus,Meropenem,2019,16.7,6.6,community,300
2102,Australia,Oceania,Pseudomonas aeruginosa,Ciprofloxacin,2021,22.5,3.9,hospital,300
2103,China,East Asia,Staphylococcus aureus,Meropenem,2020,44.3,7.2,hospital,300
2104,Japan,East Asia,Staphylococcus aureus,Vancomycin,2020,36.5,4.6,hospital,250
2105,Germany,Europe,Acinetobacter baumannii,Vancomycin,2023,37.5,4.3,community,250
